id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
457,2026-02-02,Canon iRA 4051,E610-0102,Failed to initialize the encryption processing part.,Storage,HDD,Turn OFF and then ON the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
458,2026-02-02,Canon iRA 4051,E610-0201,Error in the encryption processing part.,Storage,HDD,Turn OFF and then ON the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
459,2026-02-02,Canon iRA 4051,E610-0202,Error in the encryption processing part.,Storage,HDD,Turn OFF and then ON the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
460,2026-02-02,Canon iRA 4051,E610-0301,Failed to create the encryption key.,Storage,HDD,Turn OFF and then ON the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
461,2026-02-02,Canon iRA 4051,E610-0302,Failure of the encryption key is detected.,Storage,HDD,"Turn OFF and then ON the power. Due to this error, HDD content is initialized.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
462,2026-02-02,Canon iRA 4051,E610-0303,Failure of the encryption key is detected.,Storage,HDD,"Turn OFF and then ON the power. Due to this error, HDD content is initialized.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
463,2026-02-02,Canon iRA 4051,E610-0401,Error is detected during encryption.,Storage,HDD,Turn OFF and then ON the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
464,2026-02-02,Canon iRA 4051,E610-0402,Error is detected during decryption.,Storage,HDD,Turn OFF and then ON the power.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
465,2026-02-02,Canon iRA 4051,E610-0501,Error in document management information on /FSTDEV.,Storage,HDD,Turn OFF and then ON the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
466,2026-02-02,Canon iRA 4051,E611-0000,"In the case that reboot is repeated at recovery from power down because SRAM information is corrupted and the job information saved on SRAM cannot be read, the phenomenon that the communication is repeated occurs.",System Error,System,Clear SRAM to erase the job that secures disconnection of the power.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Rebooting due to SRAM corruption when executing a
467,2026-02-02,Canon iRA 4051,E615-0001,"A self test of the Ipsec Board was conducted, and an error was detected. The encryption module is broken.",System Error,System,"Upgrade the system after HDD format. When this error occurs, normal network communication cannot be guaranteed.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Self test error of encryption module
468,2026-02-02,Canon iRA 4051,E674-0001,Communication error with the FAX PCB.,System Error,System,"Check the cable connection, replace the FAX PCB, replace the Main Controller PCB.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
469,2026-02-02,Canon iRA 4051,E674-0004,Error in access of the modem IC.,System Error,System,"Check the cable connection, replace the FAX PCB, replace the Main Controller PCB.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
470,2026-02-02,Canon iRA 4051,E674-0008,Error in access of the port IC.,System Error,System,"Check the cable connection, replace the FAX PCB, replace the Main Controller PCB.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
471,2026-02-02,Canon iRA 4051,E674-0010,FAX error,System Error,System,Replace the Main Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
472,2026-02-02,Canon iRA 4051,E674-0011,FAX error,System Error,System,Replace the Main Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
473,2026-02-02,Canon iRA 4051,E674-0030,Checksum error.,System Error,System,Download the system software for 2-line FAX.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
474,2026-02-02,Canon iRA 4051,E674-0100,"Logging is failed after completion of FAX communication, and unable to read.",System Error,System,Turn OFF and then ON the power. 7 7 7-55 7-55Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:FAX error
475,2026-02-02,Canon iRA 4051,E674-0200,An error occurred when accessing the HDD.,Storage,HDD,1. Turn OFF/ON the main power switch.; 2. Reinstall all the formats and the system.; 3. Replace the HDD.; 4. Replace the Main Controller PCB; 1.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:HDD access error
476,2026-02-02,Canon iRA 4051,E674-000C,Error in access of the modem IC/port IC.,System Error,System,"Check the cable connection, replace the FAX PCB, replace the Main Controller PCB.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:F
477,2026-02-02,Canon iRA 4051,E677-0001,Exhaust Fan operation error on the print server is detected.,System Error,System,1. Check power supply to the Exhaust Fan.; 2. Replace the Exhaust Fan.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Print server error
478,2026-02-02,Canon iRA 4051,E677-0003,Error is detected at the configuration check performed at startup.,System Error,System,"Check the cable connection, reinstallation.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Print server error
479,2026-02-02,Canon iRA 4051,E677-0004,CPU Fan operation error on the print server is detected.,System Error,System,1. Check power supply to the CPU Fan.; 2. Replace the CPU Fan.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Print server error
480,2026-02-02,Canon iRA 4051,E677-0010,Not proper print server is connected.,System Error,System,Replace the print server with the proper one.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Print server error
481,2026-02-02,Canon iRA 4051,E677-0080,Communication error at startup.,System Error,System,"Check the cable connection, reinstallation.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Print server error
482,2026-02-02,Canon iRA 4051,E710-0001,Error is detected by IPC communication IC of the printer engine at power ON.,System Error,System,Disconnection of cable.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Printer IPC error
483,2026-02-02,Canon iRA 4051,E711-0001,Communication system error (reception time out error/ checksum error etc.),Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:UFDI communication error
484,2026-02-02,Canon iRA 4051,E711-0002,Communication system error (packet error occurs without the request of initialization),Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:IPC communication error
485,2026-02-02,Canon iRA 4051,E713-0000,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (retry error)
486,2026-02-02,Canon iRA 4051,E713-0001,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (transmission retry
487,2026-02-02,Canon iRA 4051,E713-0002,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (transmission data
488,2026-02-02,Canon iRA 4051,E713-0004,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (reception error)
489,2026-02-02,Canon iRA 4051,E713-0010,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (reception error)
490,2026-02-02,Canon iRA 4051,E713-0011,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (reception error)
491,2026-02-02,Canon iRA 4051,E713-0020,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB. 7 7 7-56 7-56Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (reception data error)
492,2026-02-02,Canon iRA 4051,E713-0021,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (reception time out
493,2026-02-02,Canon iRA 4051,E713-0022,The communication does not restart by the error retry after the communication failure with the finisher.,Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with finisher (reception data error)
494,2026-02-02,Canon iRA 4051,E716-0000,"After the presence of a cassette pedestal has been detected, the communication fails to be normal for 5 sec.",Network/Communication,Network,1. Check the cable.; 2. Replace the DC Controller PCB (UN2).; 3. Replace the Cassette Pedestal Driver PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:05; Title:Erroneous communication with cassette pedestal
495,2026-02-02,Canon iRA 4051,E717-0001,Error when the NE Controller is started. The NE Controller which was connected before turning OFF the power is not connected at power-on.,Controller/PCB,Main Controller / DC Controller PCB,"Check the cable, and then go through the following to clear the error: Service Mode > COPIER > FUNCTION > CLEAR > ERR.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Communication error with the NE Controller
